created_at,entry_id,field1,field2,field3,field4,field5,latitude,longitude,elevation,status
2019-11-21 07:13:58 +08,698,28.50,81.70,4.40,15,"70

",,,,
2019-11-21 07:14:59 +08,699,28.50,81.80,4.40,15,"70

",,,,
2019-11-21 07:16:00 +08,700,28.50,81.80,4.99,15,"70

",,,,
2019-11-21 07:17:02 +08,701,28.50,81.80,4.40,15,"70

",,,,
2019-11-21 07:19:09 +08,702,28.50,81.80,4.40,15,"70

",,,,
2019-11-21 07:20:10 +08,703,28.50,81.70,4.40,15,"70

",,,,
2019-11-21 07:21:11 +08,704,28.50,81.70,4.40,15,"70

",,,,
2019-11-21 07:22:13 +08,705,28.50,81.70,4.40,15,"70

",,,,
2019-11-21 07:23:14 +08,706,28.50,81.70,4.30,15,"70

",,,,
2019-11-21 07:24:15 +08,707,28.40,81.60,4.20,15,"70

",,,,
2019-11-21 07:26:18 +08,708,28.40,81.40,4.30,15,"70

",,,,
2019-11-21 07:27:19 +08,709,28.40,81.40,4.20,15,"70

",,,,
2019-11-21 07:28:20 +08,710,28.40,81.40,4.20,15,"70

",,,,
2019-11-21 07:30:23 +08,711,28.40,81.60,4.20,15,"70

",,,,
2019-11-21 07:31:24 +08,712,28.40,81.60,4.20,15,"70

",,,,
2019-11-21 07:32:26 +08,713,28.40,81.60,4.20,15,"70

",,,,
2019-11-21 07:34:28 +08,714,28.40,81.60,4.20,15,"70

",,,,
2019-11-21 07:35:29 +08,715,28.40,81.60,4.20,15,"70

",,,,
2019-11-21 07:36:31 +08,716,28.40,81.60,4.20,15,"70

",,,,
2019-11-21 07:37:32 +08,717,28.40,81.60,4.20,15,"70

",,,,
2019-11-21 07:39:35 +08,718,28.40,81.60,4.20,15,"70

",,,,
2019-11-21 07:40:36 +08,719,28.40,81.60,4.11,15,"70

",,,,
2019-11-21 07:41:37 +08,720,28.40,81.60,4.11,15,"70

",,,,
2019-11-21 07:43:40 +08,721,28.40,81.60,4.01,15,"70

",,,,
2019-11-21 07:44:41 +08,722,28.50,81.70,3.91,15,"70

",,,,
2019-11-21 07:45:42 +08,723,28.50,81.70,3.91,15,"70

",,,,
2019-11-21 07:46:44 +08,724,28.50,81.70,4.50,15,"70

",,,,
2019-11-21 07:47:45 +08,725,28.50,81.70,3.71,15,"70

",,,,
2019-11-21 07:49:48 +08,726,28.50,81.70,3.71,15,"70

",,,,
2019-11-21 07:51:50 +08,727,28.50,81.70,3.23,15,"70

",,,,
2019-11-21 07:52:52 +08,728,28.50,81.60,3.13,15,"70

",,,,
2019-11-21 07:56:56 +08,729,28.50,81.70,3.13,15,"70

",,,,
2019-11-21 07:57:57 +08,730,28.50,81.60,3.13,15,"70

",,,,
2019-11-21 07:58:59 +08,731,28.50,81.60,3.13,15,"70

",,,,
2019-11-21 08:00:00 +08,732,28.50,81.60,3.23,15,"70

",,,,
2019-11-21 08:01:02 +08,733,28.50,81.70,3.23,15,"70

",,,,
2019-11-21 08:02:03 +08,734,28.50,81.70,4.69,15,"70

",,,,
2019-11-21 08:03:04 +08,735,28.50,81.70,4.20,15,"70

",,,,
2019-11-21 08:05:07 +08,736,28.50,81.70,5.08,15,"70

",,,,
2019-11-21 08:06:08 +08,737,28.50,81.70,4.89,15,"70

",,,,
2019-11-21 08:07:09 +08,738,28.50,81.70,4.89,15,"70

",,,,
2019-11-21 08:09:12 +08,739,28.50,81.70,4.89,15,"70

",,,,
2019-11-21 08:10:13 +08,740,28.50,81.70,4.79,15,"70

",,,,
2019-11-21 08:11:14 +08,741,28.50,81.70,4.79,15,"70

",,,,
2019-11-21 08:12:16 +08,742,28.50,81.70,4.79,15,"70

",,,,
2019-11-21 08:16:20 +08,743,28.50,81.90,4.69,15,"70

",,,,
2019-11-21 08:18:23 +08,744,28.50,81.90,5.57,19,"90

",,,,
2019-11-21 08:20:25 +08,745,28.50,81.90,5.57,19,"90

",,,,
2019-11-21 08:23:29 +08,746,28.50,81.80,5.67,19,"90

",,,,
2019-11-21 08:24:30 +08,747,28.50,81.80,5.67,19,"90

",,,,
2019-11-21 08:25:32 +08,748,28.50,81.80,5.67,19,"90

",,,,
2019-11-21 08:27:34 +08,749,28.50,81.80,5.67,18,"90

",,,,
2019-11-21 08:29:37 +08,750,28.50,81.90,5.67,19,"90

",,,,
2019-11-21 08:32:41 +08,751,28.50,81.90,5.67,18,"90

",,,,
2019-11-21 08:33:42 +08,752,28.50,81.90,5.67,19,"90

",,,,
2019-11-21 08:34:43 +08,753,28.40,81.90,5.57,19,"90

",,,,
2019-11-21 08:36:46 +08,754,28.40,82.00,5.47,19,"90

",,,,
2019-11-21 08:37:47 +08,755,28.50,82.00,5.47,18,"90

",,,,
2019-11-21 08:38:48 +08,756,28.40,81.90,5.47,19,"90

",,,,
2019-11-21 08:39:50 +08,757,28.40,81.90,5.47,19,"90

",,,,
2019-11-21 08:41:52 +08,758,28.50,82.00,5.18,19,"90

",,,,
2019-11-21 08:42:54 +08,759,28.40,81.90,5.08,19,"90

",,,,
2019-11-21 08:43:55 +08,760,28.50,82.00,5.28,18,"90

",,,,
2019-11-21 08:45:58 +08,761,28.40,81.90,5.28,18,"90

",,,,
2019-11-21 08:48:00 +08,762,28.40,82.00,4.99,18,"90

",,,,
2019-11-21 08:49:01 +08,763,28.50,82.00,5.08,18,"90

",,,,
2019-11-21 08:50:06 +08,764,28.50,82.10,5.08,18,"90

",,,,
2019-11-21 08:51:07 +08,765,28.50,82.20,4.89,18,"90

",,,,
2019-11-21 08:52:08 +08,766,28.50,82.10,4.89,18,"90

",,,,
2019-11-21 08:53:10 +08,767,28.50,82.20,4.79,18,"90

",,,,
2019-11-21 08:54:11 +08,768,28.50,82.10,5.08,18,"90

",,,,
2019-11-21 08:55:12 +08,769,28.50,82.00,4.40,18,"90

",,,,
2019-11-21 08:56:14 +08,770,28.50,81.90,4.40,18,"90

",,,,
2019-11-21 08:57:15 +08,771,28.50,81.90,4.40,18,"90

",,,,
2019-11-21 08:59:17 +08,772,28.50,81.80,4.40,18,"90

",,,,
2019-11-21 09:00:19 +08,773,28.50,81.80,4.69,18,"90

",,,,
2019-11-21 09:01:20 +08,774,28.50,81.90,4.99,18,"90

",,,,
2019-11-21 09:03:23 +08,775,28.50,81.90,3.62,18,"90

",,,,
2019-11-21 09:04:24 +08,776,28.50,81.90,3.62,18,"90

",,,,
2019-11-21 09:05:25 +08,777,28.50,82.00,3.62,18,"90

",,,,
2019-11-21 09:06:27 +08,778,28.50,82.00,4.30,21,"100

",,,,
2019-11-21 09:07:28 +08,779,28.50,82.10,3.71,21,"100

",,,,
2019-11-21 09:08:29 +08,780,28.50,82.20,3.71,21,"100

",,,,
2019-11-21 09:12:34 +08,781,28.50,82.30,3.71,21,"100

",,,,
2019-11-21 09:13:35 +08,782,28.50,82.20,3.71,21,"100

",,,,
2019-11-21 09:14:37 +08,783,28.50,82.20,3.91,21,"100

",,,,
2019-11-21 09:15:38 +08,784,28.50,82.20,4.50,21,"100

",,,,
2019-11-21 09:16:39 +08,785,28.50,82.20,3.81,21,"100

",,,,
2019-11-21 09:19:46 +08,786,28.50,82.20,3.71,21,"100

",,,,
2019-11-21 09:20:47 +08,787,28.50,82.20,4.40,21,"100

",,,,
2019-11-21 09:22:53 +08,788,28.50,82.20,2.64,3,"10

",,,,
2019-11-21 09:25:57 +08,789,28.50,82.20,2.64,3,"10

",,,,
2019-11-21 09:26:58 +08,790,28.50,82.20,2.64,3,"10

",,,,
2019-11-21 09:28:02 +08,791,28.50,82.10,2.64,3,"10

",,,,
2019-11-21 09:30:10 +08,792,28.50,82.20,2.64,3,"10

",,,,
2019-11-21 09:31:12 +08,793,28.50,82.20,2.64,3,"10

",,,,
2019-11-21 09:33:14 +08,794,28.50,82.20,3.13,3,"10

",,,,
2019-11-21 09:34:15 +08,795,28.50,82.10,2.64,7,"30

",,,,
2019-11-21 09:36:21 +08,796,28.50,82.00,2.64,7,"30

",,,,
2019-11-21 09:37:22 +08,797,28.50,81.80,2.64,7,"30

",,,,
2019-11-21 09:39:25 +08,798,28.50,81.70,2.64,7,"30

",,,,
2019-11-21 09:40:27 +08,799,28.50,81.70,2.64,7,"30

",,,,
2019-11-21 09:41:28 +08,800,28.50,81.70,3.13,7,"30

",,,,
2019-11-21 09:43:31 +08,801,28.50,81.70,2.64,7,"30

",,,,
2019-11-21 09:44:32 +08,802,28.50,81.70,2.64,7,"30

",,,,
2019-11-21 09:46:35 +08,803,28.50,81.50,2.64,7,"30

",,,,
2019-11-21 09:50:41 +08,804,28.50,81.60,2.64,7,"30

",,,,
2019-11-21 09:53:47 +08,805,28.50,81.60,2.64,7,"30

",,,,
2019-11-21 09:54:48 +08,806,28.50,81.60,2.64,7,"30

",,,,
2019-11-21 09:55:50 +08,807,28.50,81.70,3.23,7,"30

",,,,
2019-11-21 09:56:51 +08,808,28.50,81.70,2.64,7,"30

",,,,
2019-11-21 09:57:52 +08,809,28.50,81.70,2.64,7,"30

",,,,
2019-11-21 09:58:54 +08,810,28.50,81.70,2.64,7,"30

",,,,
2019-11-21 09:59:55 +08,811,28.50,81.70,2.64,7,"30

",,,,
2019-11-21 10:00:56 +08,812,28.50,81.70,3.23,7,"30

",,,,
2019-11-21 10:01:58 +08,813,28.60,81.70,2.74,7,"30

",,,,
2019-11-21 10:02:59 +08,814,28.50,81.70,2.74,7,"30

",,,,
2019-11-21 10:04:00 +08,815,28.50,81.60,2.64,7,"30

",,,,
2019-11-21 10:06:03 +08,816,28.60,81.70,2.74,7,"30

",,,,
2019-11-21 10:07:04 +08,817,28.50,81.40,2.74,7,"30

",,,,
2019-11-21 10:08:07 +08,818,28.50,81.40,2.64,7,"30

",,,,
2019-11-21 10:10:10 +08,819,28.50,81.70,2.74,7,"30

",,,,
2019-11-21 10:11:12 +08,820,28.50,81.70,2.64,7,"30

",,,,
2019-11-21 10:15:18 +08,821,28.50,80.80,2.74,7,"30

",,,,
2019-11-21 10:17:20 +08,822,28.50,81.10,2.64,7,"30

",,,,
2019-11-21 10:19:25 +08,823,28.50,81.20,2.74,7,"30

",,,,
2019-11-21 10:23:32 +08,824,28.50,81.30,2.74,7,"30

",,,,
2019-11-21 10:29:39 +08,825,28.50,81.40,2.74,7,"30

",,,,
2019-11-21 10:30:40 +08,826,28.50,81.40,2.64,7,"30

",,,,
2019-11-21 10:32:44 +08,827,28.50,81.40,2.74,7,"30

",,,,
2019-11-21 10:33:45 +08,828,28.50,81.40,2.64,7,"30

",,,,
2019-11-21 10:34:48 +08,829,28.50,81.40,2.74,7,"30

",,,,
2019-11-21 10:36:51 +08,830,28.50,81.40,2.74,7,"30

",,,,
2019-11-21 10:37:52 +08,831,28.50,81.50,2.74,7,"30

",,,,
2019-11-21 10:39:55 +08,832,28.50,81.40,2.74,7,"30

",,,,
2019-11-21 10:41:58 +08,833,28.50,81.40,2.64,7,"30

",,,,
2019-11-21 10:43:02 +08,834,28.50,81.40,2.74,7,"30

",,,,
2019-11-21 10:44:06 +08,835,28.50,81.40,2.64,14,"70

",,,,
2019-11-21 11:06:53 +08,836,28.50,81.30,2.74,13,"60

",,,,
2019-11-21 11:13:09 +08,837,28.60,81.10,2.74,13,"60

",,,,
2019-11-21 11:14:10 +08,838,28.60,81.70,5.57,19,"90

",,,,
2019-11-21 11:16:16 +08,839,28.60,81.70,4.99,19,"90

",,,,
2019-11-21 11:17:18 +08,840,28.60,81.40,5.18,19,"90

",,,,
2019-11-21 11:20:21 +08,841,28.60,81.00,6.06,19,"90

",,,,
2019-11-21 11:21:23 +08,842,28.60,81.20,5.47,19,"90

",,,,
2019-11-21 11:22:24 +08,843,28.60,81.00,5.08,19,"90

",,,,
2019-11-21 11:23:26 +08,844,28.60,81.00,4.89,19,"90

",,,,
2019-11-21 11:24:27 +08,845,28.60,80.90,4.89,19,"90

",,,,
2019-11-21 11:27:34 +08,846,28.60,81.00,5.57,19,"90

",,,,
2019-11-21 11:29:37 +08,847,28.60,81.00,5.67,19,"90

",,,,
2019-11-21 11:31:43 +08,848,28.60,80.90,6.84,19,"90

",,,,
2019-11-21 11:32:44 +08,849,28.60,80.60,6.74,19,"90

",,,,
2019-11-21 11:33:46 +08,850,28.60,80.50,7.04,19,"90

",,,,
2019-11-21 11:39:00 +08,851,28.60,79.90,6.26,19,"90

",,,,
2019-11-21 11:41:03 +08,852,28.60,80.00,6.26,19,"90

",,,,
2019-11-21 11:42:04 +08,853,28.60,80.10,6.26,19,"90

",,,,
2019-11-21 11:43:06 +08,854,28.60,80.20,6.26,19,"90

",,,,
2019-11-21 11:45:08 +08,855,28.60,80.20,6.26,19,"90

",,,,
2019-11-21 11:46:09 +08,856,28.60,80.10,6.26,19,"90

",,,,
2019-11-21 11:47:11 +08,857,28.60,80.10,6.26,19,"90

",,,,
2019-11-21 11:49:14 +08,858,28.60,80.10,6.26,19,"90

",,,,
2019-11-21 11:50:15 +08,859,28.60,80.20,6.26,19,"90

",,,,
2019-11-21 11:54:29 +08,860,28.60,80.30,6.16,19,"90

",,,,
2019-11-21 11:56:34 +08,861,28.60,80.20,6.16,19,"90

",,,,
2019-11-21 11:58:37 +08,862,28.60,80.10,6.16,19,"90

",,,,
2019-11-21 11:59:38 +08,863,28.60,80.00,6.06,19,"90

",,,,
2019-11-21 12:00:40 +08,864,28.60,79.80,6.06,19,"90

",,,,
2019-11-21 12:01:41 +08,865,28.60,79.90,6.06,19,"90

",,,,
2019-11-21 12:03:43 +08,866,28.60,79.60,6.06,19,"90

",,,,
2019-11-21 12:04:45 +08,867,28.60,79.50,6.06,19,"90

",,,,
2019-11-21 12:09:55 +08,868,28.60,79.80,6.06,19,"90

",,,,
2019-11-21 12:10:57 +08,869,28.60,79.80,4.89,18,"90

",,,,
2019-11-21 12:14:04 +08,870,28.60,79.80,4.69,18,"90

",,,,
2019-11-21 12:15:06 +08,871,28.60,79.80,4.69,18,"90

",,,,
2019-11-21 12:17:08 +08,872,28.60,79.80,4.99,18,"90

",,,,
2019-11-21 12:19:11 +08,873,28.70,80.00,5.08,18,"90

",,,,
2019-11-21 12:21:17 +08,874,28.60,80.00,6.74,18,"90

",,,,
2019-11-21 12:22:19 +08,875,28.70,80.30,7.04,18,"90

",,,,
2019-11-21 12:24:21 +08,876,28.70,80.50,7.23,18,"90

",,,,
2019-11-21 12:27:25 +08,877,28.70,79.60,6.74,18,"90

",,,,
2019-11-21 12:28:26 +08,878,28.70,79.10,6.55,18,"90

",,,,
2019-11-21 12:29:27 +08,879,28.70,78.90,6.35,18,"90

",,,,
2019-11-21 12:32:34 +08,880,28.80,78.00,7.43,18,"90

",,,,
2019-11-21 12:34:40 +08,881,28.80,78.20,7.23,18,"90

",,,,
2019-11-21 12:35:42 +08,882,28.80,78.40,7.04,18,"90

",,,,
2019-11-21 12:36:43 +08,883,28.80,78.50,6.84,18,"90

",,,,
2019-11-21 12:38:45 +08,884,28.80,78.80,6.84,18,"90

",,,,
2019-11-21 12:39:47 +08,885,28.80,79.10,6.74,18,"90

",,,,
2019-11-21 12:43:58 +08,886,28.80,79.60,6.06,18,"90

",,,,
2019-11-21 12:45:03 +08,887,28.80,79.70,5.87,18,"90

",,,,
2019-11-21 12:46:04 +08,888,28.80,79.70,5.67,18,"90

",,,,
2019-11-21 12:47:05 +08,889,28.80,79.70,5.87,18,"90

",,,,
2019-11-21 12:48:07 +08,890,28.90,79.80,5.67,18,"90

",,,,
2019-11-21 12:50:09 +08,891,28.90,79.80,5.47,18,"90

",,,,
2019-11-21 12:52:12 +08,892,28.90,79.60,5.28,18,"90

",,,,
2019-11-21 12:53:13 +08,893,28.90,79.50,5.18,18,"90

",,,,
2019-11-21 12:54:14 +08,894,28.90,79.50,5.08,18,"90

",,,,
2019-11-21 12:57:18 +08,895,28.90,79.50,2.74,3,"10

",,,,
2019-11-21 12:58:19 +08,896,28.90,79.50,2.74,3,"10

",,,,
2019-11-21 13:01:23 +08,897,28.90,79.50,2.74,3,"10

",,,,
2019-11-21 13:05:28 +08,898,28.90,79.30,2.74,3,"10

",,,,
2019-11-21 13:09:36 +08,899,29.00,79.10,2.74,3,"10

",,,,
2019-11-21 13:11:38 +08,900,29.00,78.80,2.74,3,"10

",,,,
2019-11-21 13:13:41 +08,901,29.00,78.20,2.74,3,"10

",,,,
2019-11-21 13:15:44 +08,902,29.00,78.40,2.74,3,"10

",,,,
2019-11-21 13:16:46 +08,903,29.00,78.40,2.74,3,"10

",,,,
2019-11-21 13:18:49 +08,904,29.00,78.60,2.74,3,"10

",,,,
2019-11-21 13:21:52 +08,905,29.00,78.50,3.32,8,"40

",,,,
2019-11-21 13:23:55 +08,906,29.00,78.50,2.74,8,"40

",,,,
2019-11-21 13:28:00 +08,907,29.10,78.70,2.74,8,"40

",,,,
2019-11-21 13:29:01 +08,908,29.10,78.80,2.74,8,"40

",,,,
2019-11-21 13:30:03 +08,909,29.10,78.80,2.83,8,"40

",,,,
2019-11-21 13:32:10 +08,910,29.10,78.70,2.83,8,"40

",,,,
2019-11-21 13:33:11 +08,911,29.10,78.80,2.74,8,"40

",,,,
2019-11-21 13:34:12 +08,912,29.10,78.70,2.83,8,"40

",,,,
2019-11-21 13:35:14 +08,913,29.10,78.70,2.83,8,"40

",,,,
2019-11-21 13:36:15 +08,914,29.10,78.80,2.83,8,"40

",,,,
2019-11-21 13:37:16 +08,915,29.10,78.60,2.83,8,"40

",,,,
2019-11-21 13:41:22 +08,916,29.10,78.30,3.52,8,"40

",,,,
2019-11-21 13:43:25 +08,917,29.10,78.30,2.83,8,"40

",,,,
2019-11-21 13:44:26 +08,918,29.10,78.40,2.83,8,"40

",,,,
2019-11-21 13:46:29 +08,919,29.10,78.40,2.83,8,"40

",,,,
2019-11-21 13:48:32 +08,920,29.10,78.40,2.83,8,"40

",,,,
2019-11-21 13:50:35 +08,921,29.20,78.60,2.83,8,"40

",,,,
2019-11-21 13:51:36 +08,922,29.20,78.30,2.83,8,"40

",,,,
2019-11-21 13:52:38 +08,923,29.20,78.10,2.83,8,"40

",,,,
2019-11-21 13:53:39 +08,924,29.20,78.10,3.62,8,"40

",,,,
2019-11-21 13:54:40 +08,925,29.20,78.20,2.93,8,"40

",,,,
2019-11-21 13:55:42 +08,926,29.20,78.10,2.83,8,"40

",,,,
2019-11-21 13:56:43 +08,927,29.20,78.20,2.93,8,"40

",,,,
2019-11-21 13:59:54 +08,928,29.20,78.10,2.93,8,"40

",,,,
2019-11-21 14:00:55 +08,929,29.20,78.20,2.93,8,"40

",,,,
2019-11-21 14:01:57 +08,930,29.20,78.20,2.93,8,"40

",,,,
2019-11-21 14:03:59 +08,931,29.20,78.30,2.93,8,"40

",,,,
2019-11-21 14:05:00 +08,932,29.20,78.30,2.93,8,"40

",,,,
2019-11-21 14:07:03 +08,933,29.20,78.30,2.93,8,"40

",,,,
2019-11-21 14:08:04 +08,934,29.20,78.30,2.93,8,"40

",,,,
2019-11-21 14:09:06 +08,935,29.20,78.30,2.93,8,"40

",,,,
2019-11-21 14:10:07 +08,936,29.20,78.20,3.03,8,"40

",,,,
2019-11-21 14:15:21 +08,937,29.20,78.20,2.93,7,"30

",,,,
2019-11-21 14:17:24 +08,938,29.20,78.20,3.03,8,"40

",,,,
2019-11-21 14:18:25 +08,939,29.30,78.30,2.93,8,"40

",,,,
2019-11-21 14:19:26 +08,940,29.30,78.20,3.03,8,"40

",,,,
2019-11-21 14:21:29 +08,941,29.30,78.10,3.03,7,"30

",,,,
2019-11-21 14:24:33 +08,942,29.30,78.00,3.71,7,"30

",,,,
2019-11-21 14:25:34 +08,943,29.30,78.00,3.03,8,"40

",,,,
2019-11-21 14:26:35 +08,944,29.30,77.90,3.03,7,"30

",,,,
2019-11-21 14:27:38 +08,945,29.30,77.90,3.03,7,"30

",,,,
2019-11-21 14:28:39 +08,946,29.30,77.90,3.03,8,"40

",,,,
2019-11-21 14:29:40 +08,947,29.30,77.70,3.71,8,"40

",,,,
2019-11-21 14:30:42 +08,948,29.30,77.70,3.03,8,"40

",,,,
2019-11-21 14:31:43 +08,949,29.30,77.50,3.03,7,"30

",,,,
2019-11-21 14:32:44 +08,950,29.30,77.20,3.03,8,"40

",,,,
2019-11-21 14:35:48 +08,951,29.30,77.20,3.03,7,"30

",,,,
2019-11-21 14:36:49 +08,952,29.30,77.30,3.03,7,"30

",,,,
2019-11-21 14:37:50 +08,953,29.30,77.10,3.71,7,"30

",,,,
2019-11-21 14:38:55 +08,954,29.30,77.00,3.03,8,"40

",,,,
2019-11-21 14:40:58 +08,955,29.30,77.10,3.03,7,"30

",,,,
2019-11-21 14:43:03 +08,956,29.40,77.30,3.03,7,"30

",,,,
2019-11-21 14:44:05 +08,957,29.40,77.40,3.03,7,"30

",,,,
2019-11-21 14:45:06 +08,958,29.40,77.10,3.03,7,"30

",,,,
2019-11-21 14:48:10 +08,959,29.40,76.40,3.03,8,"40

",,,,
2019-11-21 14:49:13 +08,960,29.40,76.60,3.03,8,"40

",,,,
2019-11-21 14:51:15 +08,961,29.40,76.30,3.03,8,"40

",,,,
2019-11-21 14:53:18 +08,962,29.40,75.90,3.03,8,"40

",,,,
2019-11-21 14:54:19 +08,963,29.40,75.70,3.03,8,"40

",,,,
2019-11-21 14:55:21 +08,964,29.40,75.70,3.03,7,"30

",,,,
2019-11-21 14:56:22 +08,965,29.40,75.70,3.03,7,"30

",,,,
2019-11-21 14:57:23 +08,966,29.40,75.10,3.03,15,"70

",,,,
2019-11-21 14:58:25 +08,967,29.40,75.30,3.03,15,"70

",,,,
2019-11-21 14:59:26 +08,968,29.40,75.30,3.03,15,"70

",,,,
2019-11-21 15:01:29 +08,969,29.40,73.60,3.03,15,"70

",,,,
2019-11-21 15:02:30 +08,970,29.50,74.00,3.03,15,"70

",,,,
2019-11-21 15:03:31 +08,971,29.50,73.70,3.03,15,"70

",,,,
2019-11-21 15:05:34 +08,972,29.50,73.80,3.03,15,"70

",,,,
2019-11-21 15:06:35 +08,973,29.50,73.70,3.03,19,"90

",,,,
2019-11-21 15:07:37 +08,974,29.50,73.90,3.03,19,"90

",,,,
2019-11-21 15:11:45 +08,975,29.50,74.30,3.03,19,"90

",,,,
2019-11-21 15:12:47 +08,976,29.50,74.50,3.03,19,"90

",,,,
2019-11-21 15:15:50 +08,977,29.50,74.30,3.03,19,"90

",,,,
2019-11-21 15:17:53 +08,978,29.60,74.10,3.71,19,"90

",,,,
2019-11-21 15:18:54 +08,979,29.60,73.90,3.03,19,"90

",,,,
2019-11-21 15:20:57 +08,980,29.60,73.00,3.03,19,"90

",,,,
2019-11-21 15:21:58 +08,981,29.60,72.80,3.03,19,"90

",,,,
2019-11-21 15:23:00 +08,982,29.60,71.90,3.03,19,"90

",,,,
2019-11-21 15:24:05 +08,983,29.60,71.20,3.03,19,"90

",,,,
2019-11-21 15:25:06 +08,984,29.60,70.50,3.03,19,"90

",,,,
2019-11-21 15:26:07 +08,985,29.60,70.40,3.03,19,"90

",,,,
2019-11-21 15:29:14 +08,986,29.60,70.20,3.03,19,"90

",,,,
2019-11-21 15:30:15 +08,987,29.60,70.40,3.03,19,"90

",,,,
2019-11-21 15:37:30 +08,988,29.70,70.40,3.03,19,"90

",,,,
2019-11-21 15:39:33 +08,989,29.70,69.90,3.03,19,"90

",,,,
2019-11-21 15:41:35 +08,990,29.70,70.50,3.03,19,"90

",,,,
2019-11-21 15:43:41 +08,991,29.80,69.50,3.03,19,"90

",,,,
2019-11-21 15:47:50 +08,992,29.90,68.10,3.03,19,"90

",,,,
2019-11-21 15:48:51 +08,993,29.90,68.00,3.03,19,"90

",,,,
2019-11-21 15:50:54 +08,994,29.80,67.90,3.03,18,"90

",,,,
2019-11-21 15:51:55 +08,995,29.80,68.00,3.03,18,"90

",,,,
2019-11-21 15:52:56 +08,996,29.90,68.00,2.93,18,"90

",,,,
2019-11-21 15:53:58 +08,997,29.90,67.90,2.35,20,"100

",,,,
2019-11-21 15:55:00 +08,998,29.90,68.00,3.03,20,"100

",,,,
2019-11-21 15:56:01 +08,999,29.90,68.30,2.35,20,"100

",,,,
2019-11-21 15:57:02 +08,1000,29.90,68.30,2.44,20,"100

",,,,
2019-11-21 15:58:04 +08,1001,29.90,68.30,2.44,20,"100

",,,,
2019-11-21 15:59:05 +08,1002,29.90,68.00,2.54,20,"100

",,,,
2019-11-21 16:00:06 +08,1003,29.90,67.90,2.44,20,"100

",,,,
2019-11-21 16:01:08 +08,1004,29.90,68.00,2.54,20,"100

",,,,
2019-11-21 16:02:09 +08,1005,29.90,68.20,2.54,20,"100

",,,,
2019-11-21 16:04:12 +08,1006,30.00,68.60,2.64,20,"100

",,,,
2019-11-21 16:05:13 +08,1007,30.00,68.70,2.64,20,"100

",,,,
2019-11-21 16:08:17 +08,1008,30.00,64.60,2.64,20,"100

",,,,
2019-11-21 16:09:18 +08,1009,30.00,65.00,2.74,19,"90

",,,,
2019-11-21 16:10:19 +08,1010,30.00,65.30,2.83,19,"90

",,,,
2019-11-21 16:12:26 +08,1011,30.00,65.50,2.74,20,"100

",,,,
2019-11-21 16:13:27 +08,1012,30.00,65.90,2.74,20,"100

",,,,
2019-11-21 16:14:29 +08,1013,30.00,66.20,2.74,20,"100

",,,,
2019-11-21 16:15:30 +08,1014,30.00,66.30,2.74,20,"100

",,,,
2019-11-21 16:17:33 +08,1015,30.00,67.00,2.74,20,"100

",,,,
2019-11-21 16:18:34 +08,1016,30.00,66.90,2.74,20,"100

",,,,
2019-11-21 16:19:36 +08,1017,30.00,66.90,2.74,20,"100

",,,,
2019-11-21 16:21:41 +08,1018,30.00,67.10,2.74,20,"100

",,,,
2019-11-21 16:22:42 +08,1019,30.00,67.40,2.74,20,"100

",,,,
2019-11-21 16:25:46 +08,1020,30.00,68.20,2.74,20,"100

",,,,
2019-11-21 16:26:47 +08,1021,30.10,68.30,2.74,20,"100

",,,,
2019-11-21 16:27:48 +08,1022,30.10,68.10,2.74,20,"100

",,,,
2019-11-21 16:28:50 +08,1023,30.10,68.30,3.23,20,"100

",,,,
2019-11-21 16:29:51 +08,1024,30.10,68.20,2.74,20,"100

",,,,
2019-11-21 16:30:52 +08,1025,30.10,68.40,2.74,20,"100

",,,,
2019-11-21 16:31:54 +08,1026,30.10,68.50,2.74,20,"100

",,,,
2019-11-21 16:32:55 +08,1027,30.10,68.80,2.74,20,"100

",,,,
2019-11-21 16:33:56 +08,1028,30.10,69.00,2.74,20,"100

",,,,
2019-11-21 16:34:58 +08,1029,30.10,69.30,2.74,20,"100

",,,,
2019-11-21 16:35:59 +08,1030,30.10,69.40,2.74,20,"100

",,,,
2019-11-21 16:37:01 +08,1031,30.10,69.70,2.74,20,"100

",,,,
2019-11-21 16:39:03 +08,1032,30.10,70.20,2.74,20,"100

",,,,
2019-11-21 16:40:04 +08,1033,30.10,70.40,2.74,20,"100

",,,,
2019-11-21 16:41:06 +08,1034,30.10,70.60,2.74,20,"100

",,,,
2019-11-21 16:42:07 +08,1035,30.10,70.70,2.74,20,"100

",,,,
2019-11-21 16:43:08 +08,1036,30.10,70.90,2.74,20,"100

",,,,
2019-11-21 16:44:13 +08,1037,30.10,70.80,2.74,20,"100

",,,,
2019-11-21 16:46:15 +08,1038,30.20,71.50,3.23,20,"100

",,,,
2019-11-21 16:47:17 +08,1039,30.20,71.50,2.74,20,"100

",,,,
2019-11-21 16:48:18 +08,1040,30.20,71.40,2.74,20,"100

",,,,
2019-11-21 16:49:19 +08,1041,30.30,71.30,2.74,20,"100

",,,,
2019-11-21 16:51:22 +08,1042,30.30,71.60,2.83,20,"100

",,,,
2019-11-21 16:52:23 +08,1043,30.30,71.80,2.83,20,"100

",,,,
2019-11-21 16:53:24 +08,1044,30.30,72.00,2.83,20,"100

",,,,
